CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U70100KA2014PTC073606,LAND SPACE PROPERTIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-02-2014,Karnataka,100000.0,100000.0,70100,Real estate renting and business activities,"BEML Lay Out, 5th Stage,Raja Rajeshwari Nagar,  ",ROC BANGALORE,janardhanalur@hotmail.com,31-03-2019,31-03-2019
U52399KA2010PTC053022,U R I TRADING PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,27-03-2010,Karnataka,100000.0,100000.0,52399,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"NO.128, VIJAYA NAGAR, BEML NAGAR,K.G.F  ",ROC BANGALORE,PRITHVIRAJ@NNYIND.COM,31-03-2011,31-03-2011
U26933KA2003PTC032122,TRADIZIONALE TILES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,19-06-2003,Karnataka,105000000.0,150000.0,26933,Manufacturing,"`VASAVI COMPLEX'NO.17/21, ST.MARKS ROADBANGALORE  ",ROC BANGALORE,,,
U45200KA2012PTC067430,ASCENDAS IT PARK (HADAPSAR) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-12-2012,Karnataka,400000000.0,359323300.0,45200,Construction,"DISCOVERER, 3RD FLOOR,INTERNATIONAL TECH PARK, WHITEFIELD ROAD,  ",ROC BANGALORE,itph@ascendas-singbridge.com,31-03-2019,31-03-2019
U74300KA2011PTC061799,CLARITAS MARCOM PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,22-12-2011,Karnataka,500000.0,500000.0,74300,Real estate renting and business activities,"#1965/1, III Floor, South End ""D"" Cross, 26th MainRagigudda Temple Road, 9th Block Jayanagar  ",ROC BANGALORE,info@arrassociates.in,31-03-2013,31-03-2013
U74900KA2015PTC084928,PAMEDA HOLDINGS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-12-2015,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,"FLAT NO.B-803, B BLOCK,MEENAKSHI CLASSIC APARTMENT27TH MAIN, H.S.R LAYOUT, SECTOR-1  ",ROC BANGALORE,kurian.abby@gmail.com,31-03-2019,31-03-2019
U63040KA2005PTC035496,ALPHABETT TRAVELS AND CONSULTANCY PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,28-01-2005,Karnataka,500000.0,100000.0,63040,Transport storage and communications,"NO.155 1 FLOOR MANNIL BETHEL,.DODDAKANNE HALLICARMELARAM POST  ",ROC BANGALORE,,,
U51909KA1973PTC002464,DURAL EXPORTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,15-12-1973,Karnataka,100000.0,1000.0,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"32, VI C MAIN ROAD,4TH BLOCK, JAYANAGAR,B'LORE - 11  ",ROC BANGALORE,,,
U72900KA2006PTC039868,ABANTE SERVICES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,03-07-2006,Karnataka,100000.0,100000.0,72900,Real estate renting and business activities,"P-18, 25TH MAIN, L I C OYHSJP NAGAR, PHASE-I  ",ROC BANGALORE,sdhawan@abanteservices.com,31-03-2018,31-03-2018
U72200KA2010PTC055807,CALLISTUS OFFSHORE SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,10-11-2010,Karnataka,1000000.0,100000.0,72200,Real estate renting and business activities,"#20, 2nd Floor, 11th A Main Road, Millers RoadVasanth Nagar  ",ROC BANGALORE,shabeer@callistus.in,31-03-2019,31-03-2019
U74900KA2013PTC068725,MIND 9 MANAGEMENT MENTORS (INDIA)PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-04-2013,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,"39/40, 5th cross, Maruthi Layout,Dasarahalli,  ",ROC BANGALORE,ravikumarcoaudit@yahoo.in,31-03-2019,31-03-2019
U23300KA2017PTC108398,QUARTZ ELEMENTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-12-2017,Karnataka,1000000.0,100000.0,23300,Manufacturing,"No.95, 1st Floor, 3rd Cross,MES Colony, Konena Agrahara, HAL Post,  ",ROC BANGALORE,gopal@aerostar-gl.com,,
U45203KA1990PTC011518,PARASHAKTI CONSTRUCTIONS AND HOUSINGPRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,24-12-1990,Karnataka,300000.0,2000.0,45203,Construction,"NO.23, ANKAPPA BUILDING,MAGADI MAIN ROAD,BANGALORE 560 079.  ",ROC BANGALORE,,,
U70102KA2008PTC046915,LTG DEVELOPERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-06-2008,Karnataka,500000.0,450000.0,70102,Real estate renting and business activities,"NO.3,4,5,6, BDA RING ROAD, KEMPEGOWDA LAYOUT,LAGGARE VILLAGE, YESHWANTHPUR HOBLI,  ",ROC BANGALORE,laxman1242001@yahoo.com,31-03-2019,31-03-2019
U01119KA2002PTC031096,DODDAMANE COFFEE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-10-2002,Karnataka,1000000.0,250000.0,01119,Agriculture & allied,"NO.18.D, CORPORATION BUILDING,RESIDENCY ROAD,BANGALORE  ",ROC BANGALORE,,,
U63022KA2002PTC030827,SRI LAXMI PRIYANKA WAREHOUSING PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-07-2002,Karnataka,3500000.0,1000000.0,63022,Transport storage and communications,"3,4,5,6, RAKANGERA INDUSTRIALESTATE, SHAPUR TALUK,GULBARGA  ",ROC BANGALORE,,,
U15137KA2018PTC114651,WIPAST FOOD TECHNOLOGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-07-2018,Karnataka,1000000.0,50000.0,15137,Manufacturing,"1024, 13th Main. 3th CrossHAL 2nd Stage, Indiranagar  ",ROC BANGALORE,aniroodh.ramprasad@gmail.com,31-03-2019,31-03-2019
U55209KA2016PTC092407,ICHOR HOSPITALITY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-04-2016,Karnataka,10000000.0,10000000.0,55209,Hotels and restaurants,"No.733/147/1, 4th cross, 20th main1st sector, HSR Layout,  ",ROC BANGALORE,bharathtakkalki@gmail.com,31-03-2018,31-03-2018
U72900KA2019PTC125109,CHAKRAVDHAN TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-06-2019,Karnataka,1000000.0,100000.0,72900,Real estate renting and business activities,"No.332, Shri Hari, 3rd FloorKhamadhenu Road, Ramamurthy Nagar  ",ROC BANGALORE,Vijay.c@chakravdhan.com,,
U24234KA2002PTC030453,BIOVITAMINS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-05-2002,Karnataka,2500000.0,100000.0,24234,Manufacturing,"NO.45, FIRST FLOOR, 4TH CROSS,7TH BLOCK JAYANAGAR  ",ROC BANGALORE,md@biovitaminsindia.com,31-03-2019,31-03-2019
U72900KA2018PTC115694,EXALEAP SEMICONDUCTOR PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-08-2018,Karnataka,2300000.0,2040799.0,72900,Real estate renting and business activities,"#412, 2nd Floor, 20th Main, Chord Road,1st Block, Rajajinagar  ",ROC BANGALORE,chethan.som@gmail.com,31-03-2019,31-03-2019
U17200KA1991PTC011530,CUTCH TEXTILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-01-1991,Karnataka,1000000.0,491800.0,17200,Manufacturing,"A. 45, KARIM COMPLEX,731, CHICKPET, BANGALORE731, CHICKPET,  ",ROC BANGALORE,fsait@vsnl.com,31-03-2018,31-03-2018
U15139KA1997PLC022379,JUICES & NECTARS LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,12-06-1997,Karnataka,10000000.0,623230.0,15139,Manufacturing,"CLASSIC COURT, 2ND FLOOR9/1, RICHMOND ROADBANGALORE  ",ROC BANGALORE,ramks17@gmail.com,17-12-2009,17-12-2009
U24134KA1981PTC004433,FLEX WRAP PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,13-10-1981,Karnataka,500000.0,2000.0,24134,Manufacturing,"115/1A, 14TH CROSS MALLESWARAM, BANGALORE   ",ROC BANGALORE,,,
U74999KA2019PTC120786,AYUSHMAN TELEHEALTH SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-01-2019,Karnataka,1000000.0,10000.0,74999,Real estate renting and business activities,"116/2, 4th Floor,11th Cross, MalleswaramBehind Union Bank of India  ",ROC BANGALORE,deban00@gmail.com,,
U17299KA2018PTC110715,ELOPE LABS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-03-2018,Karnataka,1000000.0,500000.0,17299,Manufacturing,NO 246-A BCCHBCS LAYOUT 2ND STAGE  ,ROC BANGALORE,sumukh.mahadev@yahoo.com,,
U72900KA2018FTC116038,SMEDC SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Subsidiary of Foreign Company,05-09-2018,Karnataka,1000000.0,500000.0,72900,Real estate renting and business activities,"Gr Fl Incubation Space BlockI & 6th Floor, BlockIIBCIT, Milestone Buildcon, SEZ, Thanisandra Main Rd  ",ROC BANGALORE,finance@smc2.com,31-03-2019,31-03-2019
U31909KA2017PTC099534,NILIS TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-02-2017,Karnataka,100000.0,100000.0,31909,Manufacturing,"115, M S PALYA,JARAKABANDEKAVALJARAKABANDEKAVAL VILLAGE, YELAHANKA HOBLI  ",ROC BANGALORE,satish2603@gmail.com,31-03-2019,31-03-2019
U72200KA2002PTC030814,READ-INK TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-07-2002,Karnataka,1000000.0,873620.0,72200,Real estate renting and business activities,"No.129,Ground Floor,10th Road,KIADB BengaluruIT Park Arebannimangala, Budigere Post, Jala Hobli  ",ROC BANGALORE,ione@read-ink.com,31-03-2019,31-03-2019
U74140KA2010PTC052242,CHINMULADRI BIOTECH CONSULTANCY PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-01-2010,Karnataka,100000.0,100000.0,74140,Real estate renting and business activities,"#18/7, ""CHITRAKOOT"" , KUMARACOT LAYOUT,HIGHGROUNDS,  ",ROC BANGALORE,onlinelta@gmail.com,31-03-2019,31-03-2019
U72900KA2012PTC061978,I2I SOFTWARES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-01-2012,Karnataka,100000.0,100000.0,72900,Real estate renting and business activities,"302, Srinidhi Signature, 8th A Main RoadL.B.Shastri Nagar  ",ROC BANGALORE,venkatesh.subramani@i2isoftwares.com,31-03-2019,31-03-2019
U04520KA1988PTC008908,NAJEEB CONSTRUCTION PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,11-02-1988,Karnataka,2500000.0,2500000.0,04520,Agriculture & allied,KUNIL COMPLEX 16-2-64BENDOORWELLMANGALORE  ,ROC BANGALORE,cnk27@sify.com,31-03-2010,31-03-2010
U70102KA1996PTC019555,FINE HOMES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,05-01-1996,Karnataka,1000000.0,1000000.0,70102,Real estate renting and business activities,"NO.3, 11TH MAIN MALLESWARAM,BANGALORE-3BANGALORE-3  ",ROC BANGALORE,,,
U60210KA1981PTC004130,TRANSPORT DEVELOPMENT AND INVESTMENT COPRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,24-02-1981,Karnataka,500000.0,438000.0,60210,Transport storage and communications,"NO.7/4 A SINDHI COLONY,J.C.ROAD, BANGALORE.J.C.ROAD,  ",ROC BANGALORE,,31-03-2006,31-03-2006
U72200KA2015PTC079313,CLYP CALL PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,17-03-2015,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"NewBridge Business Centre,412,2nd Flr,Jindal Bldg,100 Ft Rd, 4th Block  ",ROC BANGALORE,premk@clypcall.com,,
U72200KA2009PTC051348,PROCYON INFOTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-11-2009,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"H 26/375, 11th Cross, Next To Coffee Board LayoutHAF Post  ",ROC BANGALORE,vasudev@procyon.in,31-03-2019,31-03-2019
U21014KA1988PTC009706,HIMALAYA CORRUGATORS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,21-12-1988,Karnataka,1000000.0,600000.0,21014,Manufacturing,"372, 100 FEET ROAD, HAL 2NDSTAGE, INDIRANAGAR,BANGALORE.  ",ROC BANGALORE,ragha@cavrandco.com,31-03-2013,31-03-2013
U74920KA1996PTC027041,DETECTOR SAFETY SYSTEMS PRIVATE LIMITED   ,CLLP,Private,Company limited by Shares,Non-govt company,17-06-1996,Karnataka,500000.0,220000.0,74920,Real estate renting and business activities,"B-801, Brigade Residency,Uttarahalli Road,  ",,vivek@vivekindia.in,31-03-2018,31-03-2018
U36999KA2017PTC102351,ARSH WARDROBES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-04-2017,Karnataka,1000000.0,600000.0,36999,Manufacturing,"No.23/2,5th Cross, G.K.M. College RoadJaraganahalli, Kanakapura Main Road  ",ROC BANGALORE,mnassociates.blr2014@gmail.com,31-03-2018,31-03-2018
U74900KA2015PTC083290,LEAPMILE LOGISTICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-10-2015,Karnataka,1000000.0,775030.0,74900,Real estate renting and business activities,"No.501,C.M.H Road, Indiranagar,  ",ROC BANGALORE,ravi.gururaj@gmail.com,31-03-2019,31-03-2019
U85110KA2005PTC037694,CRESSIDA FINANCIAL SERVICES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,18-11-2005,Karnataka,500000.0,100000.0,85110,Health and social work,510 A3 GANGA BLOCK NATIONAL GAMES VILLAGEKORMANGALA  ,ROC BANGALORE,,,
U27109KA1982PTC004954,JAYANT ALLOYS PRIVATE LIMITED   ,D455,Private,Company limited by Shares,Non-govt company,15-09-1982,Karnataka,1000000.0,235000.0,27109,Manufacturing,B-24 AGOC INDUSTRIAL ESTATEBELGAUM   ,ROC BANGALORE,jayant.alloys@gmail.com,31-03-2014,31-03-2014
U72200KA2009PTC051856,KAYNES EMBEDDED SYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-12-2009,Karnataka,5000000.0,5000000.0,72200,Real estate renting and business activities,"23-25, BELAGOLA, FOOD INDUSTRIAL ESTATE,METAGALLI - PO  ",ROC BANGALORE,kaynes.acc@gmail.com,31-03-2019,31-03-2019
U90009KA2003PTC032100,HYGIENIC AIR SYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-06-2003,Karnataka,5000000.0,5000000.0,90009,Other community social and personal service activities,"70 & 71, JIGANI LINK ROAD, 4TH PHASE,BOMMASANDRA INDUSTRIAL AREA, BOMMASANDRA  ",ROC BANGALORE,hygienicair@airtelmail.in,31-03-2019,31-03-2019
U52590KA2014PTC072925,TRANS-INDIA BUILDING SYSTEMS PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,07-01-2014,Karnataka,500000.0,500000.0,52590,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"No 264/75, 36th Cross 2nd Main8th Block, Jayanagara  ",ROC BANGALORE,pnsandassociates@gmail.com,,
U51900KA2019PTC129192,WOWTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-10-2019,Karnataka,1000000.0,300000.0,51900,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"161 SURYAMUKHI GARDEN APTS,21 VITTAL MALLYA ROAD,  ",ROC BANGALORE,sishir.modi@gmail.com,,
U45200KA2011PTC058786,AB BUILDTECH (INDIA) PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,24-05-2011,Karnataka,500000.0,105000.0,45200,Construction,"#354, 19th 'F' Main Road, 1st 'N' Block,Rajajinagar.  ",ROC BANGALORE,kskreddy@rediffmail.com,31-03-2015,31-03-2015
U70109KA2014PTC074730,LORGAN ESTATES PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,04-06-2014,Karnataka,100000.0,100000.0,70109,Real estate renting and business activities,"NO.11/6, 1ST FLOOR28TH CROSS, 7TH BLOCK JAYANAGAR  ",ROC BANGALORE,nayak.ganeshk@gmail.com,31-03-2018,31-03-2018
U51909KA2014PTC072862,SP INDUSTRIAL SOLUTIONS INDIA PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,03-01-2014,Karnataka,100000.0,100000.0,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"NO.296, SRI SAI KRUPANEW AMARAVATHI  ",ROC BANGALORE,rajbad518@rediffmail.com,,
U15202KA2011PTC061749,FRT DAIRY FARMS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,20-12-2011,Karnataka,100000.0,100000.0,15202,Manufacturing,"No.1202B, LindenGodrej Woodsman Estate,Hebbal  ",ROC BANGALORE,akecorporate@gmail.com,31-03-2013,31-03-2013
U00082KA1993PTC014920,ROSMONT DEVELOPERS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,11-11-1993,Karnataka,1000000.0,30000.0,00082,Agriculture & allied,"NO.36,3RD CROSS, 1ST MAINHIG COLONY(DOLLARA COLONY) R.M.V.IIND STAGE,.  ",ROC BANGALORE,,,
U92199KA2004PTC033565,CINEPLEX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-03-2004,Karnataka,5000000.0,5000000.0,92199,Other community social and personal service activities,BHARATH BAGHKADRI ROADMANGALORE 575 003  ,ROC BANGALORE,bala.shetty@bharathcinemas.in,31-03-2019,31-03-2019
U45201KA2006PTC038906,RJ INFRASTRUCTURE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,04-04-2006,Karnataka,1500000.0,1000000.0,45201,Construction,NO 476  6TH BLOCK  80 FEET ROAD KORAMANGALA.  ,ROC BANGALORE,,,
U02710KA2002PTC030906,KARI GANUR IRON AND STEEL PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,20-08-2002,Karnataka,40000000.0,40000000.0,02710,Agriculture & allied,EMBITEE COMPLEXBELLARY ROADHOSPET.  ,ROC BANGALORE,ncsreddy@mineragroup.com,31-03-2019,31-03-2019
U45205KA2015PTC082911,QUBIK ENGINEERING SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-09-2015,Karnataka,100000.0,100000.0,45205,Construction,"Shop No.3, First Floor, Veeresh Cinema Complex13/1,13/2, 1st Crs, West of Chord Rd, Magadi Mn Rd  ",ROC BANGALORE,rakesh@qubik.in,31-03-2018,31-03-2018
U29299KA1988PTC008936,BISHESHWAR GALVANISERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-02-1988,Karnataka,2000000.0,1779000.0,29299,Manufacturing,"528, 4TH PHASE,2ND STAGE, PEENYA INDUSTRIAL-AREA, BANGALORE  ",ROC BANGALORE,bisheshwargalvanizers@gmail.com,31-03-2019,31-03-2019
U51909KA2017PTC102175,KESIA IMPEX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-04-2017,Karnataka,5000000.0,5000000.0,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"LYDIA 307,SNN RAJ LAKE VIEW APARTMRNT,N S PALYA MAIN ROAD,BILLEKHALLI  ",ROC BANGALORE,info@kesiaimpex.com,31-03-2019,31-03-2019
U74910KA2007PTC042962,CONSUL MANAGEMENT SERVICES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,31-05-2007,Karnataka,100000.0,0.0,74910,Real estate renting and business activities,"207/BLOCK II,JANAPRIYA LAKEVIEW APPTS.,PHASE1,KODICHIKKANAHHALI,BEGUR ROAD,BOMMANAHALLI  ",ROC BANGALORE,thylambal@consul.in,,
U29306KA2018PTC115358,PLASMATIK INDUSTRIES INDIA PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,08-08-2018,Karnataka,1000000.0,1000000.0,29306,Manufacturing,"#467, KIADB Industrial Area, Sompura2nd Stge Thyamagondulu Nelamangala Taluk  ",ROC BANGALORE,satconi73@gmail.com,31-03-2019,31-03-2019
U74999KA2017PTC099628,RYBLUE LOGISTICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-02-2017,Karnataka,1000000.0,500000.0,74999,Real estate renting and business activities,No.790 Boralingappa GardenSrs Colony Peenya  ,ROC BANGALORE,info@rybluelog.com,31-03-2019,31-03-2019
U80301KA2014PTC074375,PATHAGAAMI LEARNING SOLUTIONS PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,25-03-2014,Karnataka,100000.0,100000.0,80301,Education,"E 004, SRK Silicana, Doddathogur,Electronic City Phase1,  ",ROC BANGALORE,iamsaswatsahoo@gmail.com,,
U67120KA1984PTC005824,MHM HOLDINGS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-01-1984,Karnataka,6000000.0,4939900.0,67120,Financial intermediation,"NO.52/1, BASAPPA ROADSHANTHINAGAR,   ",ROC BANGALORE,rukmini.n@meher.com,31-03-2019,31-03-2019
U25110KA1981PTC004354,MANGALA RUBBER PRODUCTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,26-08-1981,Karnataka,100000.0,25000.0,25110,Manufacturing,"113/2, DEREBAIL, KONCHADY,MANGLORE-6   ",ROC BANGALORE,,,
U22219KA2020OPC131900,IDFACTORY (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,23-01-2020,Karnataka,100000.0,100000.0,22219,Manufacturing,"No. 53, 19th CrossLakshmipuram, Halasuru  ",ROC BANGALORE,idfactory2019@gmail.com,,
U74300KA2010PTC053901,OUTDOORS ONLINE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,02-06-2010,Karnataka,3500000.0,3000000.0,74300,Real estate renting and business activities,"354/3, 1st Cross,1st Block, Jayanagar,  ",ROC BANGALORE,sridhar.rentala@gmail.com,31-03-2014,31-03-2014
U70101KA1996PTC020133,DAISY PROPERTIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-03-1996,Karnataka,500000.0,100000.0,70101,Real estate renting and business activities,"PLOT NO.16, PHASE - II,PEENYA INDUSTRIAL AREA  ",ROC BANGALORE,itreturna@gmail.com,31-03-2019,31-03-2019
U55209KA2007PTC042457,SUFI RESTAUARANTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,11-04-2007,Karnataka,200000.0,135140.0,55209,Hotels and restaurants,"No.103, 5th floor, Empire Buildings5th Block, Koramangala  ",ROC BANGALORE,shakeel@cgsco.in,31-03-2013,31-03-2013
U72200KA2006PTC039276,RMH MICRONICS TECHNOLOGIES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,19-05-2006,Karnataka,100000.0,0.0,72200,Real estate renting and business activities,"NO.12/3-7, 1ST FLOORGOVER ROAD COXTOWNBANGALORE-560005.  ",ROC BANGALORE,,,
U74999KA2018PTC109872,SWARNACHAKRA BULLION IMPEX PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,30-01-2018,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"No. 648, 6th Cross, 6th MainHAL 3rd Stage, Indiranagar  ",ROC BANGALORE,guruprasadng@yahoo.com,,
